date,BTCUSDT,ETHUSDT,SOLUSDT
2025/7/24 4:55,0.033563614,0.07220006,-0.15237677
2025/7/24 5:00,-0.000788927,0.06948328,-0.13775921
2025/7/24 5:05,0.015554786,0.08010423,-0.13799125
2025/7/24 5:10,0.003113747,0.080549,-0.15535986
2025/7/24 5:15,0.024167895,0.06982088,-0.12609649
2025/7/24 5:20,0.01887548,0.071459055,-0.13747883
2025/7/24 5:25,0.009213805,0.06805158,-0.13910931
2025/7/24 5:30,0.012528181,0.07710481,-0.14052677
2025/7/24 5:35,0.03375721,0.06805086,-0.11120826
2025/7/24 5:40,0.016242027,0.053845406,-0.13828874
2025/7/24 5:45,0.024501562,0.08176243,-0.11029655
2025/7/24 5:50,0.017936707,0.064334154,-0.12945867
2025/7/24 5:55,0.014847159,0.061663747,-0.13862401
2025/7/24 6:00,0.002341509,0.096227884,-0.13727838
2025/7/24 6:05,0.009904146,0.07308352,-0.1482032
2025/7/24 6:10,0.024706125,0.059561968,-0.13376725
2025/7/24 6:15,0.004103661,0.066832304,-0.13356775
2025/7/24 6:20,0.035519123,0.075903416,-0.13398159
2025/7/24 6:25,-0.001639068,0.062248826,-0.14178419
2025/7/24 6:30,-0.005096376,0.07106626,-0.14197743
2025/7/24 6:35,0.021579742,0.058943033,-0.14313763
2025/7/24 6:40,0.006134033,0.07784581,-0.13977915
2025/7/24 6:45,0.00996995,0.09133005,-0.1236307
2025/7/24 6:50,0.033375263,0.08581936,-0.12563384
2025/7/24 6:55,0.011960149,0.0743655,-0.11820936
2025/7/24 7:00,0.033127427,0.07344282,-0.13166946
2025/7/24 7:05,0.033157825,0.07090056,-0.14054304
2025/7/24 7:10,0.006732583,0.09695661,-0.11683667
2025/7/24 7:15,0.016807556,0.07097888,-0.13226068
2025/7/24 7:20,-0.010082006,0.06901133,-0.116546154
2025/7/24 7:25,0.009718895,0.0467875,-0.12051642
2025/7/24 7:30,0.021404147,0.070840836,-0.14203674
2025/7/24 7:35,0.021304846,0.07258642,-0.14839923
2025/7/24 7:40,0.013778448,0.0584414,-0.12648034
2025/7/24 7:45,0.001480579,0.061248183,-0.1171056
2025/7/24 7:50,0.006638765,0.059256315,-0.12664533
2025/7/24 7:55,0.007833838,0.07207489,-0.11128557
2025/7/24 8:00,0.021425605,0.069364786,-0.12716556
2025/7/24 8:05,0.021672368,0.06910026,-0.13974845
2025/7/24 8:10,0.015485287,0.054566145,-0.11179012
2025/7/24 8:15,0.015282631,0.09055722,-0.12199128
2025/7/24 8:20,0.002924681,0.07401538,-0.1290347
2025/7/24 8:25,0.011207342,0.08000946,-0.14670259
2025/7/24 8:30,0.004917145,0.08385193,-0.13686109
2025/7/24 8:35,0.02486527,0.07133973,-0.1337285
2025/7/24 8:40,0.001082182,0.09334266,-0.11804271
2025/7/24 8:45,0.029677391,0.08663905,-0.12112796
2025/7/24 8:50,-0.010357738,0.076455355,-0.13737327
2025/7/24 8:55,-0.004717588,0.07758427,-0.17335486
2025/7/24 9:00,-0.000672162,0.09776068,-0.13961357
2025/7/24 9:05,-0.005837977,0.086419225,-0.1344316
2025/7/24 9:10,0.003103137,0.085971355,-0.12777096
2025/7/24 9:15,0.006807208,0.109801054,-0.1491723
2025/7/24 9:20,-0.010886252,0.07410109,-0.12645936
2025/7/24 9:25,-0.005856037,0.07683921,-0.13590848
2025/7/24 9:30,-0.007067144,0.07433629,-0.14278561
2025/7/24 9:35,0.011162281,0.09166825,-0.13893026
2025/7/24 9:40,-0.00454092,0.073456764,-0.13451117
2025/7/24 9:45,0.020985246,0.097847104,-0.13329148
2025/7/24 9:50,-0.010304928,0.060593367,-0.12797582
2025/7/24 9:55,-0.006061792,0.07808268,-0.1415466
2025/7/24 10:00,0.006111264,0.078433275,-0.14130259
2025/7/24 10:05,0.002905369,0.073580384,-0.13265455
2025/7/24 10:10,-0.005476475,0.10215044,-0.13479698
2025/7/24 10:15,-0.013447642,0.061330914,-0.14059961
2025/7/24 10:20,0.003233552,0.05969274,-0.1474886
2025/7/24 10:25,-0.016001046,0.07286501,-0.12748587
2025/7/24 10:30,-0.017668962,0.06951094,-0.11729747
2025/7/24 10:35,-0.029588044,0.071578145,-0.12316388
2025/7/24 10:40,-0.012216806,0.053183794,-0.1324969
2025/7/24 10:45,-0.011589408,0.0522635,-0.12903273
2025/7/24 10:50,-0.006338418,0.06257808,-0.120927155
2025/7/24 10:55,-0.03150791,0.060515404,-0.12485325
2025/7/24 11:00,0.006169915,0.06839192,-0.11669308
2025/7/24 11:05,0.011131048,0.06392467,-0.124084294
2025/7/24 11:10,-0.016261876,0.062921286,-0.11810279
2025/7/24 11:15,0.005447149,0.0830605,-0.11775279
2025/7/24 11:20,0.004532099,0.06816864,-0.12407768
2025/7/24 11:25,0.003076196,0.08118665,-0.13053954
2025/7/24 11:30,0.013618112,0.09001529,-0.13013792
2025/7/24 11:35,0.006809354,0.083404064,-0.13211119
2025/7/24 11:40,0.006200552,0.089010835,-0.12953663
2025/7/24 11:45,0.013228297,0.08025074,-0.13583738
2025/7/24 11:50,0.01008606,0.07967281,-0.13177037
2025/7/24 11:55,0.022553563,0.081487775,-0.13667738
2025/7/24 12:00,0.00955081,0.08786368,-0.13841522
2025/7/24 12:05,-0.001758575,0.09333444,-0.14172488
2025/7/24 12:10,-0.00339216,0.07023692,-0.12212491
2025/7/24 12:15,-0.00721252,0.08427334,-0.12708789
2025/7/24 12:20,0.005291939,0.0786885,-0.14551938
2025/7/24 12:25,-0.00419718,0.070074916,-0.13164026
2025/7/24 12:30,0.011577249,0.07479167,-0.11052883
2025/7/24 12:35,-0.000444829,0.058380485,-0.12877381
2025/7/24 12:40,-0.008416951,0.074334025,-0.12734693
2025/7/24 12:45,-0.015185952,0.060998082,-0.14120507
2025/7/24 12:50,0.016229391,0.07106304,-0.1476208
2025/7/24 12:55,0.003605962,0.059649825,-0.12904352
2025/7/24 13:00,-0.009014547,0.062441707,-0.116329014
2025/7/24 13:05,0.007807136,0.06989312,-0.11490464
2025/7/24 13:10,-0.004172564,0.065579176,-0.1268428
2025/7/24 13:15,-0.01269412,0.06171727,-0.114800274
2025/7/24 13:20,0.009275436,0.052613616,-0.1269151
2025/7/24 13:25,-0.009076476,0.07839167,-0.09982163
2025/7/24 13:30,0.001918912,0.068740726,-0.10452163
2025/7/24 13:35,0.010228395,0.06592977,-0.10937452
2025/7/24 13:40,-0.005057335,0.061697602,-0.13288033
2025/7/24 13:45,-0.007899344,0.0811367,-0.12468809
2025/7/24 13:50,0.001998425,0.07230556,-0.12185979
2025/7/24 13:55,-0.017353475,0.0789485,-0.13030142
2025/7/24 14:00,-0.00959295,0.053545237,-0.11928618
2025/7/24 14:05,0.01387918,0.054347157,-0.13464558
2025/7/24 14:10,-0.003060043,0.048874617,-0.12609547
2025/7/24 14:15,-0.013395548,0.08030975,-0.1292293
2025/7/24 14:20,-0.011405051,0.07159889,-0.13270038
2025/7/24 14:25,-0.013213277,0.078516245,-0.13601768
2025/7/24 14:30,-0.004739583,0.05938649,-0.12534976
2025/7/24 14:35,0.003508449,0.06576359,-0.10867238
2025/7/24 14:40,-0.001106679,0.08513057,-0.113283515
2025/7/24 14:45,-0.004702568,0.0705055,-0.11161178
2025/7/24 14:50,-0.006995618,0.08580196,-0.088330925
2025/7/24 14:55,0.003557563,0.065039635,-0.10450804
2025/7/24 15:00,0.007735491,0.05820763,-0.12846541
2025/7/24 15:05,0.019353509,0.08872342,-0.12912369
2025/7/24 15:10,-0.008844376,0.08591282,-0.13731915
2025/7/24 15:15,0.004236937,0.08595514,-0.14743423
2025/7/24 15:20,-0.012025476,0.10200131,-0.14384109
2025/7/24 15:25,0.019631028,0.09000909,-0.16046363
2025/7/24 15:30,0.001228929,0.09313786,-0.15646821
2025/7/24 15:35,-0.019243598,0.09689152,-0.13484812
2025/7/24 15:40,-0.00205642,0.082828045,-0.14811599
2025/7/24 15:45,0.004414558,0.078404665,-0.119258106
2025/7/24 15:50,-0.007797599,0.06520295,-0.14104736
2025/7/24 15:55,-0.006246328,0.071787834,-0.13144082
2025/7/24 16:00,-0.012118816,0.0949043,-0.13099605
2025/7/24 16:05,-0.006662905,0.093153834,-0.13308167
2025/7/24 16:10,-0.008155227,0.08304131,-0.13940585
2025/7/24 16:15,-0.021847904,0.08208728,-0.14258063
2025/7/24 16:20,-0.003526568,0.0808146,-0.12604707
2025/7/24 16:25,-0.008140743,0.07538843,-0.13374841
2025/7/24 16:30,0.006545782,0.079598665,-0.13361514
2025/7/24 16:35,-0.011463583,0.060837507,-0.13788825
2025/7/24 16:40,-0.008803844,0.06937671,-0.13871557
2025/7/24 16:45,-0.005786181,0.06888056,-0.14556128
2025/7/24 16:50,-0.021832764,0.09218013,-0.11292958
2025/7/24 16:55,-0.005494833,0.06627929,-0.13015729
2025/7/24 17:00,0.010535836,0.07795584,-0.113666356
2025/7/24 17:05,-0.010022461,0.07113445,-0.104667306
2025/7/24 17:10,-0.002976179,0.0479362,-0.10654217
2025/7/24 17:15,-0.004630089,0.059380174,-0.10953212
2025/7/24 17:20,-0.00720048,0.07996702,-0.12519026
2025/7/24 17:25,-0.014175892,0.07476723,-0.11319667
2025/7/24 17:30,0.000353932,0.07937801,-0.12402904
2025/7/24 17:35,-0.008604169,0.06906521,-0.116348565
2025/7/24 17:40,0.004623413,0.07764959,-0.12865591
2025/7/24 17:45,0.005991578,0.08632231,-0.13429427
2025/7/24 17:50,0.002060771,0.097845435,-0.0997237
2025/7/24 17:55,0.002644897,0.088326454,-0.11772019
2025/7/24 18:00,-0.001740158,0.062015295,-0.1361407
2025/7/24 18:05,0.019469261,0.042330265,-0.13328516
2025/7/24 18:10,0.017300367,0.08728552,-0.12875956
2025/7/24 18:15,0.012993813,0.09045994,-0.14100403
2025/7/24 18:20,0.006430984,0.07158542,-0.12759995
2025/7/24 18:25,0.011566401,0.07296181,-0.1188035
2025/7/24 18:30,0.011394262,0.07618415,-0.11202943
2025/7/24 18:35,-0.011819303,0.067392945,-0.12430853
2025/7/24 18:40,0.008677125,0.09268582,-0.11113405
2025/7/24 18:45,0.000174999,0.07838762,-0.12920105
2025/7/24 18:50,0.010259271,0.05421555,-0.106466234
2025/7/24 18:55,0.011684179,0.06770003,-0.1382997
2025/7/24 19:00,0.000173688,0.07362962,-0.13493729
2025/7/24 19:05,0.028811336,0.06852889,-0.12271577
2025/7/24 19:10,0.010071993,0.07812178,-0.12276614
2025/7/24 19:15,0.017982483,0.077393055,-0.12861437
2025/7/24 19:20,0.003130913,0.0835762,-0.13694859
2025/7/24 19:25,0.02099502,0.07482386,-0.15476811
2025/7/24 19:30,-0.00148958,0.07742858,-0.1101377
2025/7/24 19:35,-0.012716293,0.062684774,-0.11099815
2025/7/24 19:40,-0.012440026,0.06919241,-0.13175309
2025/7/24 19:45,-0.005401373,0.063442826,-0.124005795
2025/7/24 19:50,-0.003168583,0.045022845,-0.112876415
2025/7/24 19:55,0.022751808,0.08718467,-0.111585855
2025/7/24 20:00,-0.00505662,0.041109085,-0.11203295
2025/7/24 20:05,-0.020753264,0.05509591,-0.110596836
2025/7/24 20:10,-0.019582212,0.08313191,-0.11931634
2025/7/24 20:15,-0.013083339,0.07119143,-0.12914467
2025/7/24 20:20,0.001568198,0.072722435,-0.115691304
2025/7/24 20:25,-0.003598213,0.042942762,-0.124245286
2025/7/24 20:30,-0.03508532,0.082479,-0.10916722
2025/7/24 20:35,-0.002235889,0.07484567,-0.13074636
2025/7/24 20:40,-0.019999087,0.060014844,-0.116752684
2025/7/24 20:45,-0.000636876,0.065882325,-0.124522865
2025/7/24 20:50,-0.003159702,0.085081935,-0.11200404
2025/7/24 20:55,-0.002182841,0.066770196,-0.11703217
2025/7/24 21:00,-0.009556711,0.054111958,-0.100951254
2025/7/24 21:05,-0.010216415,0.06405246,-0.11847305
